order_id,date,customer,region,product,category,quantity,unit_price,total,status
PB-100508,2025-03-20,Silverline Freight,Texas,Implementation Day,Services,12,1800.0,21600.0,Paid
PB-100509,2025-12-20,Harbourfront Textiles,Ontario,Data Migration,Services,5,2400.0,12000.0,Paid
PB-100510,2025-06-18,Northwind Logistics,Ontario,Implementation Day,Services,6,1800.0,10800.0,Paid
PB-100511,2025-01-30,Granite Peak Tools,Quebec,Label Printer,Hardware,8,185.5,1484.0,Paid
PB-100512,2025-09-07,Maple Ridge Distribution,Ontario,Warehouse Scanner,Hardware,9,320.0,2880.0,Paid
PB-100513,2025-09-27,Cedar & Co. Furniture,New York,Workflow Platform License,Software,8,1200.0,9600.0,Paid
PB-100514,2025-08-11,Granite Peak Tools,Texas,Training Seat,Services,4,275.0,1100.0,Paid
PB-100515,2025-07-01,Blue Heron Foods,Texas,Training Seat,Services,1,275.0,275.0,Paid
PB-100516,2025-08-31,Maple Ridge Distribution,Quebec,API Add-on,Software,4,99.0,396.0,Pending
PB-100517,2025-12-18,Lakeshore Medical Supply,New York,API Add-on,Software,8,99.0,792.0,Refunded
PB-100518,2025-09-28,Maple Ridge Distribution,Alberta,API Add-on,Software,1,99.0,99.0,Paid
PB-100519,2025-03-18,Harbourfront Textiles,New York,Workflow Platform License,Software,10,1200.0,12000.0,Refunded
PB-100520,2025-11-28,Northwind Logistics,Ontario,Training Seat,Services,5,275.0,1375.0,Pending
PB-100521,2025-02-24,Prairie Wind Farms,Alberta,Workflow Platform License,Software,7,1200.0,8400.0,Paid
PB-100522,2025-02-06,Northwind Logistics,New York,Workflow Platform License,Software,9,1200.0,10800.0,Pending
PB-100523,2025-08-06,Prairie Wind Farms,Alberta,Data Migration,Services,3,2400.0,7200.0,Pending
PB-100524,2025-11-12,Lakeshore Medical Supply,Ontario,Warehouse Scanner,Hardware,11,320.0,3520.0,Paid
PB-100525,2025-01-29,Summit Auto Parts,Manitoba,Support Plan (Monthly),Services,4,450.0,1800.0,Pending
PB-100526,2025-02-07,Birchwood Interiors,Texas,Workflow Platform License,Software,7,1200.0,8400.0,Pending
PB-100527,2025-05-06,Birchwood Interiors,Manitoba,Implementation Day,Services,4,1800.0,7200.0,Refunded
PB-100528,2025-03-03,Granite Peak Tools,New York,Training Seat,Services,11,275.0,3025.0,Paid
PB-100529,2025-09-18,Summit Auto Parts,Texas,Warehouse Scanner,Hardware,12,320.0,3840.0,Pending
PB-100530,2025-01-18,Maple Ridge Distribution,New York,Warehouse Scanner,Hardware,5,320.0,1600.0,Pending
PB-100531,2025-12-06,Lakeshore Medical Supply,Alberta,Warehouse Scanner,Hardware,6,320.0,1920.0,Pending
PB-100532,2025-04-19,Summit Auto Parts,Ontario,API Add-on,Software,6,99.0,594.0,Pending
PB-100533,2025-02-15,Prairie Wind Farms,Manitoba,Label Printer,Hardware,10,185.5,1855.0,Refunded
PB-100534,2025-07-12,Kingston Print Works,Texas,Data Migration,Services,11,2400.0,26400.0,Paid
PB-100535,2025-04-28,Birchwood Interiors,Manitoba,Warehouse Scanner,Hardware,5,320.0,1600.0,Pending
PB-100536,2025-06-02,Cedar & Co. Furniture,Quebec,Warehouse Scanner,Hardware,11,320.0,3520.0,Refunded
PB-100537,2025-12-31,Lakeshore Medical Supply,Ontario,Training Seat,Services,10,275.0,2750.0,Pending
PB-100538,2025-05-13,Maple Ridge Distribution,Texas,Training Seat,Services,7,275.0,1925.0,Paid
PB-100539,2025-04-11,Birchwood Interiors,Texas,API Add-on,Software,5,99.0,495.0,Paid
PB-100540,2025-01-27,Cedar & Co. Furniture,Texas,Data Migration,Services,10,2400.0,24000.0,Paid
PB-100541,2025-07-06,Summit Auto Parts,Manitoba,Training Seat,Services,12,275.0,3300.0,Paid
PB-100542,2025-12-15,Silverline Freight,Texas,Label Printer,Hardware,12,185.5,2226.0,Refunded
PB-100543,2025-03-11,Summit Auto Parts,Illinois,Support Plan (Monthly),Services,1,450.0,450.0,Refunded
PB-100544,2025-10-18,Granite Peak Tools,Manitoba,Workflow Platform License,Software,5,1200.0,6000.0,Paid
PB-100545,2025-09-11,Kingston Print Works,Manitoba,Support Plan (Monthly),Services,11,450.0,4950.0,Paid
PB-100546,2025-03-16,Maple Ridge Distribution,Ontario,API Add-on,Software,11,99.0,1089.0,Pending
PB-100547,2025-10-13,Prairie Wind Farms,Ontario,Data Migration,Services,9,2400.0,21600.0,Paid
PB-100548,2025-01-27,Maple Ridge Distribution,Ontario,Training Seat,Services,7,275.0,1925.0,Paid
PB-100549,2025-07-06,Cedar & Co. Furniture,Texas,Support Plan (Monthly),Services,12,450.0,5400.0,Paid
PB-100550,2025-10-24,Silverline Freight,Ontario,Support Plan (Monthly),Services,6,450.0,2700.0,Refunded
PB-100551,2025-12-03,Lakeshore Medical Supply,British Columbia,Training Seat,Services,7,275.0,1925.0,Paid
PB-100552,2025-04-02,Northwind Logistics,Quebec,Warehouse Scanner,Hardware,4,320.0,1280.0,Paid
PB-100553,2025-04-08,Blue Heron Foods,Ontario,Workflow Platform License,Software,12,1200.0,14400.0,Pending
PB-100554,2025-10-26,Northwind Logistics,New York,Workflow Platform License,Software,12,1200.0,14400.0,Paid
PB-100555,2025-12-27,Granite Peak Tools,Illinois,Warehouse Scanner,Hardware,10,320.0,3200.0,Paid
PB-100556,2025-12-26,Granite Peak Tools,Ontario,Warehouse Scanner,Hardware,8,320.0,2560.0,Pending
PB-100557,2025-09-16,Granite Peak Tools,Alberta,Label Printer,Hardware,10,185.5,1855.0,Refunded
PB-100558,2025-11-14,Granite Peak Tools,British Columbia,Warehouse Scanner,Hardware,10,320.0,3200.0,Paid
PB-100559,2025-03-31,Harbourfront Textiles,British Columbia,Data Migration,Services,7,2400.0,16800.0,Pending
PB-100560,2025-12-28,Granite Peak Tools,Alberta,Training Seat,Services,10,275.0,2750.0,Paid
PB-100561,2025-07-06,Northwind Logistics,Alberta,Warehouse Scanner,Hardware,8,320.0,2560.0,Pending
PB-100562,2025-02-02,Kingston Print Works,Ontario,Workflow Platform License,Software,12,1200.0,14400.0,Paid
PB-100563,2025-10-31,Granite Peak Tools,Manitoba,Training Seat,Services,1,275.0,275.0,Refunded
PB-100564,2025-02-22,Lakeshore Medical Supply,Ontario,API Add-on,Software,2,99.0,198.0,Refunded
PB-100565,2025-05-20,Northwind Logistics,British Columbia,Support Plan (Monthly),Services,9,450.0,4050.0,Paid
PB-100566,2025-05-28,Cedar & Co. Furniture,Ontario,Workflow Platform License,Software,8,1200.0,9600.0,Paid
PB-100567,2025-01-02,Cedar & Co. Furniture,New York,Warehouse Scanner,Hardware,6,320.0,1920.0,Paid
PB-100568,2025-01-09,Granite Peak Tools,New York,Label Printer,Hardware,1,185.5,185.5,Pending
PB-100569,2025-03-30,Maple Ridge Distribution,British Columbia,Support Plan (Monthly),Services,5,450.0,2250.0,Paid
PB-100570,2025-09-20,Cedar & Co. Furniture,New York,Data Migration,Services,11,2400.0,26400.0,Refunded
PB-100571,2025-09-14,Cedar & Co. Furniture,Texas,Data Migration,Services,12,2400.0,28800.0,Pending
PB-100572,2025-05-16,Prairie Wind Farms,Manitoba,Training Seat,Services,9,275.0,2475.0,Refunded
PB-100573,2025-01-12,Blue Heron Foods,New York,Warehouse Scanner,Hardware,5,320.0,1600.0,Pending
PB-100574,2025-01-21,Summit Auto Parts,Manitoba,Workflow Platform License,Software,11,1200.0,13200.0,Paid
PB-100575,2025-10-13,Kingston Print Works,Manitoba,Warehouse Scanner,Hardware,6,320.0,1920.0,Paid
PB-100576,2025-07-23,Silverline Freight,Alberta,Data Migration,Services,2,2400.0,4800.0,Refunded
PB-100577,2025-02-26,Cedar & Co. Furniture,Illinois,Warehouse Scanner,Hardware,2,320.0,640.0,Refunded
PB-100578,2025-10-12,Blue Heron Foods,Ontario,API Add-on,Software,9,99.0,891.0,Paid
PB-100579,2025-09-30,Maple Ridge Distribution,Ontario,Training Seat,Services,2,275.0,550.0,Paid
PB-100580,2025-11-24,Maple Ridge Distribution,Manitoba,API Add-on,Software,12,99.0,1188.0,Refunded
PB-100581,2025-10-07,Summit Auto Parts,Ontario,API Add-on,Software,10,99.0,990.0,Refunded
PB-100582,2025-08-26,Birchwood Interiors,Alberta,Support Plan (Monthly),Services,2,450.0,900.0,Pending
PB-100583,2025-11-30,Silverline Freight,Illinois,Warehouse Scanner,Hardware,8,320.0,2560.0,Refunded
PB-100584,2025-04-23,Birchwood Interiors,Alberta,Workflow Platform License,Software,1,1200.0,1200.0,Refunded
PB-100585,2025-06-09,Granite Peak Tools,British Columbia,Implementation Day,Services,4,1800.0,7200.0,Refunded
PB-100586,2025-04-05,Blue Heron Foods,Alberta,Implementation Day,Services,11,1800.0,19800.0,Paid
PB-100587,2025-06-26,Northwind Logistics,British Columbia,Support Plan (Monthly),Services,1,450.0,450.0,Paid
PB-100588,2025-03-25,Prairie Wind Farms,Illinois,Workflow Platform License,Software,12,1200.0,14400.0,Paid
PB-100589,2025-11-22,Maple Ridge Distribution,Ontario,Support Plan (Monthly),Services,6,450.0,2700.0,Paid
PB-100590,2025-12-03,Blue Heron Foods,Texas,Label Printer,Hardware,7,185.5,1298.5,Paid
PB-100591,2025-12-02,Northwind Logistics,Alberta,API Add-on,Software,8,99.0,792.0,Refunded
PB-100592,2025-04-13,Kingston Print Works,Quebec,Label Printer,Hardware,5,185.5,927.5,Paid
PB-100593,2025-12-22,Cedar & Co. Furniture,Texas,Label Printer,Hardware,3,185.5,556.5,Paid
PB-100594,2025-12-09,Kingston Print Works,Texas,Implementation Day,Services,11,1800.0,19800.0,Paid
PB-100595,2025-01-31,Lakeshore Medical Supply,Manitoba,Data Migration,Services,1,2400.0,2400.0,Refunded
PB-100596,2025-09-29,Blue Heron Foods,Ontario,API Add-on,Software,2,99.0,198.0,Paid
PB-100597,2025-11-08,Granite Peak Tools,Illinois,Workflow Platform License,Software,6,1200.0,7200.0,Pending
PB-100598,2025-11-26,Summit Auto Parts,British Columbia,Support Plan (Monthly),Services,10,450.0,4500.0,Paid
PB-100599,2025-12-03,Kingston Print Works,Alberta,Workflow Platform License,Software,8,1200.0,9600.0,Pending
PB-100600,2025-01-22,Maple Ridge Distribution,Ontario,Warehouse Scanner,Hardware,8,320.0,2560.0,Paid
PB-100601,2025-08-28,Cedar & Co. Furniture,Texas,Warehouse Scanner,Hardware,7,320.0,2240.0,Refunded
PB-100602,2025-03-25,Granite Peak Tools,Ontario,API Add-on,Software,12,99.0,1188.0,Paid
PB-100603,2025-05-22,Harbourfront Textiles,Ontario,Implementation Day,Services,3,1800.0,5400.0,Paid
PB-100604,2025-07-15,Harbourfront Textiles,Quebec,Warehouse Scanner,Hardware,11,320.0,3520.0,Paid
PB-100605,2025-11-05,Northwind Logistics,Quebec,Support Plan (Monthly),Services,6,450.0,2700.0,Paid
PB-100606,2025-04-08,Prairie Wind Farms,Quebec,Label Printer,Hardware,3,185.5,556.5,Pending
PB-100607,2025-11-24,Silverline Freight,British Columbia,Warehouse Scanner,Hardware,2,320.0,640.0,Paid
PB-100608,2025-07-12,Lakeshore Medical Supply,British Columbia,Support Plan (Monthly),Services,9,450.0,4050.0,Pending
PB-100609,2025-01-03,Prairie Wind Farms,New York,Implementation Day,Services,7,1800.0,12600.0,Paid
PB-100610,2025-06-21,Northwind Logistics,Texas,Workflow Platform License,Software,4,1200.0,4800.0,Refunded
PB-100611,2025-10-05,Blue Heron Foods,British Columbia,API Add-on,Software,5,99.0,495.0,Paid
PB-100612,2025-07-10,Birchwood Interiors,Quebec,API Add-on,Software,12,99.0,1188.0,Paid
PB-100613,2025-06-02,Blue Heron Foods,Alberta,Label Printer,Hardware,5,185.5,927.5,Paid
PB-100614,2025-07-21,Granite Peak Tools,New York,Support Plan (Monthly),Services,11,450.0,4950.0,Paid
PB-100615,2025-08-01,Kingston Print Works,Illinois,Implementation Day,Services,12,1800.0,21600.0,Refunded
PB-100616,2025-09-05,Kingston Print Works,New York,Label Printer,Hardware,4,185.5,742.0,Refunded
PB-100617,2025-07-26,Prairie Wind Farms,Quebec,Support Plan (Monthly),Services,5,450.0,2250.0,Paid
PB-100618,2025-11-18,Summit Auto Parts,New York,Workflow Platform License,Software,7,1200.0,8400.0,Paid
PB-100619,2025-07-19,Cedar & Co. Furniture,New York,Training Seat,Services,10,275.0,2750.0,Pending
PB-100620,2025-04-06,Granite Peak Tools,Alberta,Workflow Platform License,Software,5,1200.0,6000.0,Refunded
PB-100621,2025-07-14,Silverline Freight,Illinois,Label Printer,Hardware,4,185.5,742.0,Paid
PB-100622,2025-12-19,Northwind Logistics,Illinois,Implementation Day,Services,1,1800.0,1800.0,Paid
PB-100623,2025-11-23,Northwind Logistics,Quebec,Data Migration,Services,9,2400.0,21600.0,Pending
PB-100624,2025-04-02,Birchwood Interiors,Manitoba,Warehouse Scanner,Hardware,8,320.0,2560.0,Pending
PB-100625,2025-06-12,Silverline Freight,Texas,API Add-on,Software,5,99.0,495.0,Paid
PB-100626,2025-08-26,Silverline Freight,British Columbia,Training Seat,Services,12,275.0,3300.0,Paid
PB-100627,2025-11-03,Harbourfront Textiles,Ontario,Support Plan (Monthly),Services,10,450.0,4500.0,Pending
PB-100628,2025-10-07,Birchwood Interiors,Alberta,API Add-on,Software,3,99.0,297.0,Refunded
PB-100629,2025-01-30,Granite Peak Tools,Quebec,Training Seat,Services,11,275.0,3025.0,Paid
PB-100630,2025-12-13,Blue Heron Foods,New York,Support Plan (Monthly),Services,8,450.0,3600.0,Refunded
PB-100631,2025-02-27,Northwind Logistics,Ontario,Data Migration,Services,6,2400.0,14400.0,Pending
PB-100632,2025-01-16,Summit Auto Parts,British Columbia,Warehouse Scanner,Hardware,2,320.0,640.0,Paid
PB-100633,2025-06-28,Harbourfront Textiles,Quebec,Support Plan (Monthly),Services,9,450.0,4050.0,Refunded
PB-100634,2025-07-10,Kingston Print Works,Illinois,Training Seat,Services,2,275.0,550.0,Pending
PB-100635,2025-12-13,Silverline Freight,Illinois,Warehouse Scanner,Hardware,1,320.0,320.0,Paid
PB-100636,2025-11-21,Lakeshore Medical Supply,Manitoba,Data Migration,Services,5,2400.0,12000.0,Paid
PB-100637,2025-09-01,Blue Heron Foods,Manitoba,Workflow Platform License,Software,8,1200.0,9600.0,Refunded
PB-100638,2025-05-17,Northwind Logistics,British Columbia,Support Plan (Monthly),Services,9,450.0,4050.0,Paid
PB-100639,2025-02-19,Birchwood Interiors,New York,Training Seat,Services,11,275.0,3025.0,Paid
PB-100640,2025-09-16,Lakeshore Medical Supply,New York,Data Migration,Services,10,2400.0,24000.0,Pending
PB-100641,2025-12-16,Prairie Wind Farms,Illinois,Data Migration,Services,7,2400.0,16800.0,Paid
PB-100642,2025-12-26,Lakeshore Medical Supply,Quebec,Implementation Day,Services,1,1800.0,1800.0,Paid
PB-100643,2025-10-19,Lakeshore Medical Supply,Quebec,Data Migration,Services,3,2400.0,7200.0,Refunded
PB-100644,2025-08-16,Kingston Print Works,New York,Warehouse Scanner,Hardware,3,320.0,960.0,Paid
PB-100645,2025-04-20,Birchwood Interiors,Ontario,Training Seat,Services,7,275.0,1925.0,Paid
PB-100646,2025-03-14,Harbourfront Textiles,British Columbia,Support Plan (Monthly),Services,8,450.0,3600.0,Paid
PB-100647,2025-02-02,Summit Auto Parts,British Columbia,Implementation Day,Services,12,1800.0,21600.0,Paid
PB-100648,2025-04-04,Summit Auto Parts,Ontario,Training Seat,Services,8,275.0,2200.0,Paid
PB-100649,2025-12-28,Harbourfront Textiles,Texas,Workflow Platform License,Software,6,1200.0,7200.0,Paid
PB-100650,2025-01-20,Kingston Print Works,Illinois,Implementation Day,Services,9,1800.0,16200.0,Pending
PB-100651,2025-01-24,Summit Auto Parts,British Columbia,API Add-on,Software,4,99.0,396.0,Pending
PB-100652,2025-06-07,Lakeshore Medical Supply,Alberta,Data Migration,Services,5,2400.0,12000.0,Paid
PB-100653,2025-08-23,Summit Auto Parts,British Columbia,API Add-on,Software,3,99.0,297.0,Paid
PB-100654,2025-08-02,Northwind Logistics,Alberta,Workflow Platform License,Software,12,1200.0,14400.0,Paid
PB-100655,2025-03-29,Silverline Freight,Illinois,Label Printer,Hardware,4,185.5,742.0,Paid
PB-100656,2025-06-22,Kingston Print Works,Texas,Label Printer,Hardware,4,185.5,742.0,Paid
PB-100657,2025-03-02,Silverline Freight,Quebec,Data Migration,Services,2,2400.0,4800.0,Paid
PB-100658,2025-08-04,Prairie Wind Farms,Manitoba,Support Plan (Monthly),Services,4,450.0,1800.0,Paid
PB-100659,2025-02-09,Harbourfront Textiles,Alberta,Warehouse Scanner,Hardware,6,320.0,1920.0,Refunded
PB-100660,2025-02-16,Birchwood Interiors,Texas,Warehouse Scanner,Hardware,3,320.0,960.0,Pending
PB-100661,2025-07-11,Lakeshore Medical Supply,Illinois,Warehouse Scanner,Hardware,11,320.0,3520.0,Paid
PB-100662,2025-08-27,Granite Peak Tools,New York,Label Printer,Hardware,6,185.5,1113.0,Paid
PB-100663,2025-12-15,Kingston Print Works,Ontario,Label Printer,Hardware,7,185.5,1298.5,Paid
PB-100664,2025-10-19,Maple Ridge Distribution,British Columbia,API Add-on,Software,6,99.0,594.0,Paid
PB-100665,2025-03-01,Birchwood Interiors,British Columbia,API Add-on,Software,11,99.0,1089.0,Refunded
PB-100666,2025-05-11,Prairie Wind Farms,Alberta,Implementation Day,Services,9,1800.0,16200.0,Paid
PB-100667,2025-12-25,Prairie Wind Farms,Alberta,Implementation Day,Services,6,1800.0,10800.0,Paid
PB-100668,2025-06-06,Birchwood Interiors,Manitoba,API Add-on,Software,5,99.0,495.0,Paid
PB-100669,2025-10-19,Granite Peak Tools,Manitoba,Warehouse Scanner,Hardware,11,320.0,3520.0,Paid
PB-100670,2025-08-03,Maple Ridge Distribution,Quebec,Workflow Platform License,Software,2,1200.0,2400.0,Refunded
PB-100671,2025-08-21,Prairie Wind Farms,Manitoba,Workflow Platform License,Software,4,1200.0,4800.0,Paid
PB-100672,2025-09-22,Lakeshore Medical Supply,Manitoba,Training Seat,Services,1,275.0,275.0,Paid
PB-100673,2025-07-04,Summit Auto Parts,Quebec,Label Printer,Hardware,3,185.5,556.5,Paid
PB-100674,2025-02-16,Harbourfront Textiles,Quebec,Training Seat,Services,11,275.0,3025.0,Refunded
PB-100675,2025-07-30,Summit Auto Parts,British Columbia,Implementation Day,Services,3,1800.0,5400.0,Paid
PB-100676,2025-06-01,Blue Heron Foods,Quebec,Training Seat,Services,10,275.0,2750.0,Pending
PB-100677,2025-03-09,Granite Peak Tools,Quebec,Workflow Platform License,Software,8,1200.0,9600.0,Paid
PB-100678,2025-12-19,Summit Auto Parts,Manitoba,API Add-on,Software,9,99.0,891.0,Paid
PB-100679,2025-01-25,Harbourfront Textiles,New York,Support Plan (Monthly),Services,12,450.0,5400.0,Paid
PB-100680,2025-08-27,Harbourfront Textiles,New York,Data Migration,Services,3,2400.0,7200.0,Refunded
PB-100681,2025-06-21,Lakeshore Medical Supply,Ontario,Training Seat,Services,2,275.0,550.0,Pending
PB-100682,2025-04-19,Maple Ridge Distribution,Illinois,API Add-on,Software,2,99.0,198.0,Paid
PB-100683,2025-06-18,Silverline Freight,Alberta,Support Plan (Monthly),Services,7,450.0,3150.0,Pending
PB-100684,2025-05-12,Northwind Logistics,Manitoba,Data Migration,Services,1,2400.0,2400.0,Paid
PB-100685,2025-04-12,Summit Auto Parts,Manitoba,Support Plan (Monthly),Services,10,450.0,4500.0,Paid
PB-100686,2025-07-14,Kingston Print Works,British Columbia,Warehouse Scanner,Hardware,11,320.0,3520.0,Pending
PB-100687,2025-12-26,Prairie Wind Farms,Alberta,Data Migration,Services,3,2400.0,7200.0,Paid
PB-100688,2025-08-07,Cedar & Co. Furniture,Quebec,Training Seat,Services,3,275.0,825.0,Paid
PB-100689,2025-06-30,Maple Ridge Distribution,Alberta,Data Migration,Services,3,2400.0,7200.0,Paid
PB-100690,2025-08-22,Northwind Logistics,Manitoba,Training Seat,Services,7,275.0,1925.0,Paid
PB-100691,2025-12-17,Birchwood Interiors,Illinois,Data Migration,Services,9,2400.0,21600.0,Refunded
PB-100692,2025-01-24,Silverline Freight,Texas,Support Plan (Monthly),Services,3,450.0,1350.0,Refunded
PB-100693,2025-10-09,Maple Ridge Distribution,Texas,Training Seat,Services,1,275.0,275.0,Paid
PB-100694,2025-02-11,Granite Peak Tools,Alberta,Training Seat,Services,1,275.0,275.0,Paid
PB-100695,2025-03-12,Northwind Logistics,Texas,Implementation Day,Services,5,1800.0,9000.0,Paid
PB-100696,2025-02-23,Granite Peak Tools,Ontario,Support Plan (Monthly),Services,3,450.0,1350.0,Pending
PB-100697,2025-02-12,Cedar & Co. Furniture,Alberta,Warehouse Scanner,Hardware,3,320.0,960.0,Pending
PB-100698,2025-02-16,Birchwood Interiors,New York,Training Seat,Services,8,275.0,2200.0,Paid
PB-100699,2025-07-01,Maple Ridge Distribution,Manitoba,Data Migration,Services,8,2400.0,19200.0,Paid
PB-100700,2025-06-02,Summit Auto Parts,Illinois,Label Printer,Hardware,2,185.5,371.0,Refunded
PB-100701,2025-06-18,Cedar & Co. Furniture,Alberta,Implementation Day,Services,3,1800.0,5400.0,Paid
PB-100702,2025-08-15,Maple Ridge Distribution,Illinois,Data Migration,Services,5,2400.0,12000.0,Paid
PB-100703,2025-09-19,Northwind Logistics,Ontario,Implementation Day,Services,7,1800.0,12600.0,Paid
PB-100704,2025-08-03,Lakeshore Medical Supply,Quebec,Label Printer,Hardware,5,185.5,927.5,Refunded
PB-100705,2025-07-30,Cedar & Co. Furniture,Texas,API Add-on,Software,2,99.0,198.0,Refunded
PB-100706,2025-04-27,Prairie Wind Farms,Quebec,Training Seat,Services,8,275.0,2200.0,Paid
PB-100707,2025-05-19,Silverline Freight,New York,Label Printer,Hardware,7,185.5,1298.5,Pending
PB-100708,2025-01-09,Prairie Wind Farms,Ontario,Label Printer,Hardware,6,185.5,1113.0,Paid
PB-100709,2025-02-17,Blue Heron Foods,Ontario,Data Migration,Services,7,2400.0,16800.0,Paid
PB-100710,2025-03-22,Maple Ridge Distribution,Alberta,Label Printer,Hardware,5,185.5,927.5,Paid
PB-100711,2025-01-11,Birchwood Interiors,Ontario,Data Migration,Services,10,2400.0,24000.0,Paid
PB-100712,2025-10-02,Silverline Freight,British Columbia,Workflow Platform License,Software,8,1200.0,9600.0,Paid
PB-100713,2025-07-25,Silverline Freight,Manitoba,API Add-on,Software,2,99.0,198.0,Paid
PB-100714,2025-05-19,Silverline Freight,Texas,Training Seat,Services,7,275.0,1925.0,Paid
PB-100715,2025-10-01,Summit Auto Parts,Ontario,Label Printer,Hardware,8,185.5,1484.0,Refunded
PB-100716,2025-09-01,Harbourfront Textiles,Texas,Workflow Platform License,Software,10,1200.0,12000.0,Paid
PB-100717,2025-05-19,Harbourfront Textiles,Manitoba,Support Plan (Monthly),Services,10,450.0,4500.0,Paid
PB-100718,2025-01-04,Granite Peak Tools,Alberta,Label Printer,Hardware,7,185.5,1298.5,Pending
PB-100719,2025-07-29,Birchwood Interiors,Manitoba,Label Printer,Hardware,2,185.5,371.0,Paid
PB-100720,2025-08-15,Prairie Wind Farms,Alberta,Implementation Day,Services,1,1800.0,1800.0,Paid
PB-100721,2025-10-24,Lakeshore Medical Supply,Manitoba,Support Plan (Monthly),Services,2,450.0,900.0,Paid
PB-100722,2025-05-20,Silverline Freight,Quebec,Data Migration,Services,3,2400.0,7200.0,Paid
PB-100723,2025-07-30,Silverline Freight,Manitoba,Training Seat,Services,7,275.0,1925.0,Refunded
PB-100724,2025-11-02,Blue Heron Foods,Ontario,API Add-on,Software,3,99.0,297.0,Refunded
PB-100725,2025-05-06,Cedar & Co. Furniture,Manitoba,Warehouse Scanner,Hardware,12,320.0,3840.0,Pending
PB-100726,2025-05-31,Blue Heron Foods,Ontario,Training Seat,Services,11,275.0,3025.0,Paid
PB-100727,2025-01-22,Kingston Print Works,Alberta,Implementation Day,Services,4,1800.0,7200.0,Paid
PB-100728,2025-02-11,Blue Heron Foods,Quebec,Warehouse Scanner,Hardware,2,320.0,640.0,Pending
PB-100729,2025-10-25,Prairie Wind Farms,British Columbia,Label Printer,Hardware,12,185.5,2226.0,Paid
PB-100730,2025-11-05,Kingston Print Works,Illinois,Label Printer,Hardware,9,185.5,1669.5,Paid
PB-100731,2025-04-19,Harbourfront Textiles,Alberta,Support Plan (Monthly),Services,5,450.0,2250.0,Paid
PB-100732,2025-07-29,Kingston Print Works,Illinois,Workflow Platform License,Software,12,1200.0,14400.0,Refunded
PB-100733,2025-01-31,Northwind Logistics,Texas,Implementation Day,Services,12,1800.0,21600.0,Paid
PB-100734,2025-10-27,Kingston Print Works,Manitoba,Data Migration,Services,1,2400.0,2400.0,Paid
PB-100735,2025-08-11,Granite Peak Tools,Ontario,Training Seat,Services,12,275.0,3300.0,Paid
PB-100736,2025-07-27,Prairie Wind Farms,Alberta,API Add-on,Software,12,99.0,1188.0,Paid
PB-100737,2025-12-15,Silverline Freight,Quebec,Data Migration,Services,8,2400.0,19200.0,Paid
PB-100738,2025-05-06,Cedar & Co. Furniture,British Columbia,Workflow Platform License,Software,7,1200.0,8400.0,Paid
PB-100739,2025-10-30,Harbourfront Textiles,Ontario,API Add-on,Software,12,99.0,1188.0,Refunded
PB-100740,2025-06-07,Summit Auto Parts,British Columbia,Support Plan (Monthly),Services,12,450.0,5400.0,Paid
PB-100741,2025-11-24,Maple Ridge Distribution,Illinois,Implementation Day,Services,6,1800.0,10800.0,Paid
PB-100742,2025-08-28,Summit Auto Parts,Manitoba,Workflow Platform License,Software,11,1200.0,13200.0,Paid
PB-100743,2025-01-08,Summit Auto Parts,British Columbia,Data Migration,Services,8,2400.0,19200.0,Refunded
PB-100744,2025-02-01,Northwind Logistics,Illinois,Training Seat,Services,6,275.0,1650.0,Refunded
PB-100745,2025-10-31,Cedar & Co. Furniture,Ontario,Data Migration,Services,8,2400.0,19200.0,Refunded
PB-100746,2025-11-21,Lakeshore Medical Supply,Ontario,Warehouse Scanner,Hardware,8,320.0,2560.0,Refunded
PB-100747,2025-02-01,Summit Auto Parts,Texas,Training Seat,Services,6,275.0,1650.0,Paid
PB-100748,2025-12-20,Maple Ridge Distribution,New York,Label Printer,Hardware,2,185.5,371.0,Pending
PB-100749,2025-11-03,Silverline Freight,Texas,Implementation Day,Services,2,1800.0,3600.0,Paid
PB-100750,2025-11-15,Kingston Print Works,Alberta,Workflow Platform License,Software,6,1200.0,7200.0,Refunded
PB-100751,2025-06-16,Northwind Logistics,New York,Label Printer,Hardware,4,185.5,742.0,Pending
PB-100752,2025-09-08,Silverline Freight,New York,Label Printer,Hardware,6,185.5,1113.0,Refunded
PB-100753,2025-07-28,Granite Peak Tools,New York,Training Seat,Services,2,275.0,550.0,Refunded
PB-100754,2025-07-13,Northwind Logistics,Illinois,Support Plan (Monthly),Services,5,450.0,2250.0,Paid
PB-100755,2025-02-19,Silverline Freight,British Columbia,Warehouse Scanner,Hardware,12,320.0,3840.0,Refunded
PB-100756,2025-08-13,Summit Auto Parts,Manitoba,Implementation Day,Services,10,1800.0,18000.0,Paid
PB-100757,2025-09-19,Blue Heron Foods,Ontario,API Add-on,Software,6,99.0,594.0,Pending
PB-100758,2025-12-09,Northwind Logistics,New York,API Add-on,Software,2,99.0,198.0,Paid
PB-100759,2025-06-04,Prairie Wind Farms,Texas,Warehouse Scanner,Hardware,3,320.0,960.0,Paid
PB-100760,2025-05-10,Granite Peak Tools,Quebec,Warehouse Scanner,Hardware,12,320.0,3840.0,Refunded
PB-100761,2025-02-20,Silverline Freight,British Columbia,Implementation Day,Services,8,1800.0,14400.0,Paid
